timestamp,client_ip,server_ip,client_port,server_port,ip_header_protocol,method,uri,host,referer,user-agent,cookie
2021-10-13 09:32:36.772771,192.168.56.105,192.168.56.107,35968,80,6,GET,/mutillidae/index.php?page=home.php&popUpNotificationCode=HPH0,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),
2021-10-13 09:32:37.739630,192.168.56.105,192.168.56.107,35970,80,6,GET,/mutillidae/index.php?page=login.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=1; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:38.856913,192.168.56.105,192.168.56.107,35970,80,6,GET,/mutillidae/index.php?do=toggle-hints&page=/opt/lampp/htdocs/mutillidae/home.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=1; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:39.829855,192.168.56.105,192.168.56.107,35970,80,6,GET,/mutillidae/index.php?do=toggle-security&page=/opt/lampp/htdocs/mutillidae/home.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:40.763254,192.168.56.105,192.168.56.107,35970,80,6,GET,/mutillidae/index.php?do=toggle-enforce-ssl&page=/opt/lampp/htdocs/mutillidae/home.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:41.760136,192.168.56.105,192.168.56.107,35970,80,6,GET,/mutillidae/set-up-database.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:43.389456,192.168.56.105,192.168.56.107,35970,80,6,GET,/mutillidae/index.php?page=show-log.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:43.722409,192.168.56.105,192.168.56.107,35970,80,6,GET,/mutillidae/index.php?page=captured-data.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:44.805333,192.168.56.105,192.168.56.107,35970,80,6,GET,/mutillidae/index.php?page=user-info.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:45.783498,192.168.56.105,192.168.56.107,35970,80,6,GET,/mutillidae/index.php?page=register.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:46.769369,192.168.56.105,192.168.56.107,35970,80,6,GET,/mutillidae/?page=add-to-your-blog.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:46.772010,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=captured-data.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:47.783555,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=user-info.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:48.770018,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=sqlmap-targets.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:49.754141,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=view-someones-blog.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:50.744781,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=user-info.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:51.835133,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=pen-test-tool-lookup.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:52.826971,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=pen-test-tool-lookup-ajax.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:53.823902,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/webservices/soap/ws-user-account.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:54.742492,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/webservices/rest/ws-user-account.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:55.801573,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=add-to-your-blog.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:56.782460,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=dns-lookup.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:57.783349,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=echo.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:58.764699,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=cors.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:32:59.823595,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=content-security-policy.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:00.836718,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=document-viewer.php&PathToDocument=documentation/how-to-access-Mutillidae-over-Virtual-Box-network.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:01.006476,192.168.56.105,192.168.56.107,35974,80,6,GET,/mutillidae/index.php?do=toggle-security&page=/opt/lampp/htdocs/mutillidae/home.php,192.168.56.107,-,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,
2021-10-13 09:33:01.834200,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=capture-data.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:02.748702,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=register.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:03.838513,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=source-viewer.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:04.833820,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=text-file-viewer.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:05.838838,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=repeater.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:06.821711,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=set-background-color.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:07.816632,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=view-user-privilege-level.php&iv=6bc24fc1ab650b25b4114e93a98f1eba,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:08.812244,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=dns-lookup.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:09.794901,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/webservices/soap/ws-lookup-dns-record.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:10.844690,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=echo.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:11.823245,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=cors.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:12.804471,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=content-security-policy.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:13.791078,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=document-viewer.php&PathToDocument=documentation/how-to-access-Mutillidae-over-Virtual-Box-network.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:14.779201,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=styling-frame.php&page-to-frame=styling.php%3Fpage-title%3DStyling+with+Mutillidae,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:15.778815,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=add-to-your-blog.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:16.771020,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=browser-info.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:17.768165,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=dns-lookup.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:18.775571,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=echo.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:19.753582,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=cors.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:20.757157,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=content-security-policy.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:21.847731,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=pen-test-tool-lookup.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:22.840392,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=text-file-viewer.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:23.801796,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=user-info.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:24.782122,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?page=user-info-xpath.php,192.168.56.107,http://192.168.56.105:8443/test_for_mutillidae/mutillidae/,Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98),$Version=1; PHPSESSID=o4osdu2ktunp1mflgm73homm4b; $Path=/; showhints=0; $Path=/; SameSite=Lax; $Path=/
2021-10-13 09:33:25.352731,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/index.php?,192.168.56.107,-,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1
2021-10-13 09:33:25.551274,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/styles/global-styles.css,192.168.56.107,https://192.168.56.105:8443/test_for_mutillidae/mutillidae/index.php?,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1
2021-10-13 09:33:25.576719,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/styles/gritter/jquery.gritter.css,192.168.56.107,https://192.168.56.105:8443/test_for_mutillidae/mutillidae/index.php?,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1
2021-10-13 09:33:25.606890,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/javascript/inline-initializers/ddsmoothmenu-init.js,192.168.56.107,https://192.168.56.105:8443/test_for_mutillidae/mutillidae/index.php?,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1
2021-10-13 09:33:25.613808,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/javascript/inline-initializers/jquery-init.js,192.168.56.107,https://192.168.56.105:8443/test_for_mutillidae/mutillidae/index.php?,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1
2021-10-13 09:33:25.615798,192.168.56.105,192.168.56.107,35978,80,6,GET,/mutillidae/styles/ddsmoothmenu/ddsmoothmenu.css,192.168.56.107,https://192.168.56.105:8443/test_for_mutillidae/mutillidae/index.php?,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1
2021-10-13 09:33:25.619871,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/javascript/jQuery/colorbox/colorbox.css,192.168.56.107,https://192.168.56.105:8443/test_for_mutillidae/mutillidae/index.php?,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1
2021-10-13 09:33:25.633432,192.168.56.105,192.168.56.107,35978,80,6,GET,/mutillidae/javascript/inline-initializers/hints-menu-init.js,192.168.56.107,https://192.168.56.105:8443/test_for_mutillidae/mutillidae/index.php?,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1
2021-10-13 09:33:25.647891,192.168.56.105,192.168.56.107,35972,80,6,GET,/mutillidae/images/coykillericon-50-38.png,192.168.56.107,https://192.168.56.105:8443/test_for_mutillidae/mutillidae/index.php?,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1
